,network,station,channel,P,Pg,Pn,S,Sg,Sn,P_weight,Pg_weight,Pn_weight,S_weight,Sg_weight,Sn_weight,origin_time,origin_time_uncertainty,origin_latitude,origin_latitude_uncertainty,origin_longitude,origin_longitude_uncertainty,depth,depth_uncertainty,origin_ID,distance,azimuth,takeoff_angle
7436,IM,NB201,BH,2013-07-26T07:55:27.350000Z,-1,-1,-1,-1,-1,0.102,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T07:47:38.890000Z,2.42,36.5401,0.0594,70.4605,0.0477,201460.0,4300.0,c000ipjr,44.0495,323.112,37.6
7437,II,AAK,BH,-1,-1,-1,-1,-1,2013-07-26T07:50:34.980000Z,-1.0,-1.0,-1.0,-1.0,-1.0,0.071,2013-07-26T07:47:38.890000Z,2.42,36.5401,0.0594,70.4605,0.0477,201460.0,4300.0,c000ipjr,6.8388,25.8387,80.9
7438,IM,NC303,BH,2013-07-26T07:55:27.850000Z,-1,-1,-1,-1,-1,0.102,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T07:47:38.890000Z,2.42,36.5401,0.0594,70.4605,0.0477,201460.0,4300.0,c000ipjr,44.0319,323.369,37.6
7439,IM,ZAA0B,BH,2013-07-26T07:51:57.180000Z,-1,-1,-1,-1,-1,0.058,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T07:47:38.890000Z,2.42,36.5401,0.0594,70.4605,0.0477,201460.0,4300.0,c000ipjr,20.0614,25.284,8.2
7440,IU,KBL,BH,-1,-1,-1,-1,-1,2013-07-26T07:48:50.950000Z,-1.0,-1.0,-1.0,-1.0,-1.0,0.071,2013-07-26T07:47:38.890000Z,2.42,36.5401,0.0594,70.4605,0.0477,201460.0,4300.0,c000ipjr,2.30551,210.503,54.6
7441,KR,PRZ,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T07:47:38.890000Z,2.42,36.5401,0.0594,70.4605,0.0477,201460.0,4300.0,c000ipjr,8.52501,43.5735,88.3
7442,KR,KDJ,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T07:47:38.890000Z,2.42,36.5401,0.0594,70.4605,0.0477,201460.0,4300.0,c000ipjr,7.62465,40.9942,88.8
7443,AU,BBOO,BH,2013-07-26T08:16:26.470000Z,-1,-1,-1,-1,-1,0.16,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,39.7683,164.766,37.3
7444,GE,FAKI,BH,-1,-1,2013-07-26T08:11:37.750000Z,-1,-1,-1,-1.0,-1.0,0.156,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,11.462,137.664,84.5
7445,AU,COEN,BH,2013-07-26T08:14:34.300000Z,-1,-1,-1,-1,-1,0.178,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,26.8454,136.627,41.0
7446,AU,WB2,BH,2013-07-26T08:14:36.220000Z,-1,-1,-1,-1,-1,0.128,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,27.1859,159.474,40.8
7447,GE,TNTI,BH,-1,-1,2013-07-26T08:10:17.910000Z,-1,-1,-1,-1.0,-1.0,0.239,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,5.59122,149.691,88.4
7448,AU,KNRA,BH,2013-07-26T08:13:44.520000Z,-1,-1,-1,-1,-1,0.084,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,21.583,168.903,51.2
7449,AU,WR1,BH,2013-07-26T08:14:35.750000Z,-1,-1,-1,-1,-1,0.128,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,27.1817,159.496,40.8
7450,MY,KSM,BH,2013-07-26T08:12:31.160000Z,-1,-1,-1,-1,-1,0.172,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,14.799,254.307,54.0
7451,AU,STKA,BH,2013-07-26T08:16:34.880000Z,-1,-1,-1,-1,-1,0.172,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,40.6907,157.503,36.9
7452,II,KURK,BH,2013-07-26T08:18:51.750000Z,-1,-1,-1,-1,-1,0.356,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,58.9772,327.804,30.3
7453,GE,LUWI,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,6.86648,195.027,87.5
7454,IM,MK32,SH,2013-07-26T08:18:22.420000Z,-1,-1,-1,-1,-1,0.354,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,54.7619,325.561,31.8
7455,IU,DAV,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:08:57.520000Z,1.85,5.636,0.0827,124.5482,0.0823,47660.0,7100.0,b000it0s,1.75459,35.6753,86.0
7456,NM,OLIL,BH,2013-07-26T08:42:55.100000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,71.7875,49.8682,20.7
7457,HT,ALN,HH,2013-07-26T08:43:37.400000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,79.2812,326.56,18.7
7458,AT,SMY,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,8.45255,79.8978,53.6
7459,KZ,KKAR,BH,2013-07-26T08:41:20.380000Z,-1,-1,-1,-1,-1,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,57.5295,299.848,24.4
7460,IM,PD31,BH,2013-07-26T08:41:25.030000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,57.9095,60.2751,24.3
7461,AK,SAW,BH,2013-07-26T08:37:31.360000Z,-1,-1,-1,-1,-1,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,28.9089,50.0515,31.4
7462,TJ,GARM,HH,2013-07-26T08:41:40.750000Z,-1,-1,-1,-1,-1,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,60.4776,296.528,23.6
7463,IM,MJB9B,HH,2013-07-26T08:36:28.790000Z,-1,-1,-1,-1,-1,0.054,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,22.0274,234.021,38.8
7464,IU,YSS,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,12.4972,252.933,53.3
7465,II,RAYN,BH,2013-07-26T08:44:10.630000Z,-1,-1,-1,-1,-1,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,85.7544,303.497,16.9
7466,II,ARU,BH,2013-07-26T08:40:57.170000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,54.2731,318.002,25.3
7467,LD,WVNY,BH,2013-07-26T08:43:00.470000Z,-1,-1,-1,-1,-1,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,72.9961,41.4725,20.3
7468,IM,PEA0B,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,1.93049,304.561,53.8
7469,GT,LPAZ,SH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,127.771,65.0872,6.4
7470,ET,FPAL,HH,2013-07-26T08:43:20.580000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,76.3447,50.76,19.4
7471,TA,D53A,BH,2013-07-26T08:42:39.310000Z,-1,-1,-1,-1,-1,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,69.4709,38.173,21.3
7472,AK,HDA,BH,2013-07-26T08:37:35.450000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,29.4345,44.6464,31.4
7473,IU,RSSD,BH,2013-07-26T08:41:38.790000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,59.8671,55.8787,23.8
7474,IU,YAK,BH,2013-07-26T08:35:54.770000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,19.2532,313.22,40.0
7475,DK,ILULI,BH,2013-07-26T08:41:16.720000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,56.8706,12.8256,24.6
7476,KR,KDJ,BH,2013-07-26T08:40:58.830000Z,-1,-1,-1,-1,-1,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,54.5299,294.993,25.2
7477,TU,ILGA,BH,2013-07-26T08:43:23.420000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,76.3549,321.436,19.4
7478,IC,HIA,HH,2013-07-26T08:37:01.110000Z,-1,-1,-1,-1,-1,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,25.649,280.091,32.1
7479,IU,TUC,BH,2013-07-26T08:42:10.360000Z,-1,-1,-1,-1,-1,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,64.6223,69.4511,22.5
7480,MN,BNI,BH,2013-07-26T08:43:46.350000Z,-1,-1,-1,-1,-1,0.013,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,80.6527,341.462,18.3
7481,US,SCIA,BH,2013-07-26T08:42:24.320000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,66.8708,51.0261,21.9
7482,AK,COLD,BH,2013-07-26T08:37:29.690000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,28.2717,38.6238,31.5
7483,CZ,KHC,BH,2013-07-26T08:43:15.670000Z,-1,-1,-1,-1,-1,0.013,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,75.3021,338.199,19.7
7484,RE,PV09,EH,2013-07-26T08:41:47.910000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,61.1134,63.5538,23.5
7485,IU,WVT,BH,2013-07-26T08:43:07.890000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,73.9948,51.3159,20.1
7486,II,BORG,BH,2013-07-26T08:42:04.630000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,63.5372,0.795251,22.8
7487,IM,SPA0,BH,2013-07-26T08:40:12.890000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,48.196,350.649,27.0
7488,US,SDCO,BH,2013-07-26T08:42:04.340000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,63.648,61.8212,22.8
7489,IU,KBS,BH,2013-07-26T08:40:10.990000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,47.9471,352.162,27.0
7490,US,OGNE,BH,2013-07-26T08:42:01.790000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,63.1728,57.1875,22.9
7491,AK,ANM,BH,2013-07-26T08:36:23.310000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,21.6089,41.3262,39.0
7492,AK,GAMB,BH,2013-07-26T08:35:52.930000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,18.7447,40.3865,40.1
7493,IU,KONO,BH,2013-07-26T08:42:19.850000Z,-1,-1,-1,-1,-1,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,66.1782,344.289,22.1
7494,IU,TIXI,BH,2013-07-26T08:36:47.410000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,24.0908,336.099,32.4
7495,IU,ANTO,BH,2013-07-26T08:43:30.110000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,77.7315,321.448,19.1
7496,TA,TOLK,BH,2013-07-26T08:37:29.810000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,28.7223,35.7569,31.4
7497,IM,ZAA0B,BH,2013-07-26T08:39:32.860000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,43.4757,303.777,28.2
7498,II,UOSS,BH,2013-07-26T08:43:35.730000Z,-1,-1,-1,-1,-1,0.026,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,78.8736,296.348,18.8
7499,IU,MA2,BH,-1,-1,2013-07-26T08:33:47.210000Z,-1,-1,-1,-1.0,-1.0,0.052,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,9.26329,328.311,53.6
7500,MN,VTS,BH,2013-07-26T08:43:34.320000Z,-1,-1,-1,-1,-1,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,78.6609,329.25,18.9
7501,CN,VLDQ,BH,2013-07-26T08:42:33.180000Z,-1,-1,-1,-1,-1,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,68.5296,37.5414,21.5
7502,IU,CCM,BH,2013-07-26T08:42:48.320000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,70.8082,52.3666,20.9
7503,US,NLWA,BH,2013-07-26T08:40:05.810000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,47.1534,63.872,27.2
7504,II,PFO,BH,2013-07-26T08:41:42.040000Z,-1,-1,-1,-1,-1,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,60.3779,72.3092,23.7
7505,IM,BR131,BH,2013-07-26T08:43:28.720000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,77.5261,320.799,19.1
7506,IM,ARE0,BH,2013-07-26T08:40:58.640000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,54.3324,342.15,25.3
7507,US,AGMN,BH,2013-07-26T08:41:44.340000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,60.8529,47.8626,23.5
7508,KR,BTK,BH,2013-07-26T08:41:34.290000Z,-1,-1,-1,-1,-1,0.023,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,59.4578,297.082,23.9
7509,CN,INK,BH,2013-07-26T08:38:21.570000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,34.617,36.7303,30.5
7510,AK,RND,BH,2013-07-26T08:37:27.960000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,28.5991,46.7411,31.5
7511,IU,PET,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,1.42257,314.268,53.8
7512,CN,DAWY,BH,2013-07-26T08:38:05.180000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,32.7511,44.8587,30.9
7513,II,KURK,BH,2013-07-26T08:40:12.630000Z,-1,-1,-1,-1,-1,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,48.4201,302.826,26.9
7514,AT,PMR,BH,2013-07-26T08:37:28.110000Z,-1,-1,-1,-1,-1,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,28.5436,50.5532,31.5
7515,II,LVZ,BH,2013-07-26T08:40:53.710000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,53.7264,337.624,25.5
7516,TA,MSTX,BH,2013-07-26T08:42:31.550000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,67.9245,62.8037,21.7
7517,AK,NIKH,BH,2013-07-26T08:35:50.840000Z,-1,-1,-1,-1,-1,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,18.7095,74.9098,40.1
7518,KZ,ABKAR,BH,2013-07-26T08:41:27.640000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,58.591,311.046,24.1
7519,RO,MLR,BH,2013-07-26T08:43:16.060000Z,-1,-1,-1,-1,-1,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,75.2206,328.753,19.7
7520,KR,BOOM,BH,2013-07-26T08:41:02.630000Z,-1,-1,-1,-1,-1,0.023,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,54.9776,296.076,25.1
7521,IR,ESDC,SH,2013-07-26T08:44:20.150000Z,-1,-1,-1,-1,-1,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,87.638,347.972,16.3
7522,AK,BPAW,BH,2013-07-26T08:37:20.950000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,27.6653,45.2315,31.7
7523,US,BOZ,BH,2013-07-26T08:41:03.260000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,54.9066,58.9625,25.1
7524,IU,COLA,BH,2013-07-26T08:37:32.200000Z,-1,-1,-1,-1,-1,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,29.0434,43.6882,31.4
7525,CN,LLLB,BH,2013-07-26T08:39:59.640000Z,-1,-1,-1,-1,-1,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,46.4138,59.2155,27.4
7526,CI,BAR,BH,2013-07-26T08:41:45.630000Z,-1,-1,-1,-1,-1,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,60.9096,73.205,23.5
7527,GR,CLL,BH,2013-07-26T08:43:04.520000Z,-1,-1,-1,-1,-1,0.013,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,73.3887,339.344,20.2
7528,IM,KK31,BH,2013-07-26T08:41:20.380000Z,-1,-1,-1,-1,-1,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,57.5295,299.848,24.4
7529,IC,MDJ,BH,2013-07-26T08:36:20.690000Z,-1,-1,-1,-1,-1,0.029,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-26T08:31:34.980000Z,1.91,52.0439,0.0746,160.3364,0.0459,26330.0,5100.0,c000ipk8,21.6273,262.174,39.0
